ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
80,Camino Natural de la Ruta del Cantábrico,Alternativa Etapa 3: Foz - Burela,Camino Natural de la Ruta del Cantábrico Alternativa Etapa 3: Foz - Burela,"0,15989096155",CN por etapas (7),,,,Galicia,Lugo
81,Camino Natural de la Ruta del Cantábrico,Alternativa Etapa 6: Viveiro - O Vicedo,Camino Natural de la Ruta del Cantábrico Alternativa Etapa 6: Viveiro - O Vicedo,"0,18852553047",CN por etapas (7),,,,Galicia,Lugo
82,Camino Natural de la Ruta del Cantábrico,Alternativa Etapa 6: Viveiro - O Vicedo,Camino Natural de la Ruta del Cantábrico Alternativa Etapa 6: Viveiro - O Vicedo,"1,47476873533",CN por etapas (7),,,,Galicia,"A Coruña, Lugo"
83,Camino Natural de la Ruta del Cantábrico,Alternativa Etapa 6: Viveiro - O Vicedo,Camino Natural de la Ruta del Cantábrico Alternativa Etapa 6: Viveiro - O Vicedo,"0,10360758747",CN por etapas (7),,,,Galicia,"A Coruña, Lugo"
84,Camino Natural de la Ruta del Cantábrico,Ramal: Casa da Vela,Camino Natural de la Ruta del Cantábrico Ramal: Casa da Vela,"0,84635230424",CN por etapas (7),,,,Galicia,A Coruña
86,Camino Natural del Interior o San Rosendo,Tramo Mondoñedo a Foz (itinerario senderista),Camino Natural del Interior o San Rosendo Tramo Mondoñedo a Foz (itinerario senderista),"32,2183102941",CN por tramos (3),,,,Galicia,Lugo
88,Camino Natural de la Ribeira Sacra,Ruta 1: Parada do Sil al Monasterio de Santa Cristina,Camino Natural de la Ribeira Sacra Ruta 1: Parada do Sil al Monasterio de Santa Cristina,"8,02458317498",CN por etapas (5),,,,Galicia,"Lugo, Ourense"
89,Camino Natural de la Ribeira Sacra,Ruta principal: Monasterio de Santo Estevo - Ermita Virxen do Monte (itinerario senderista),Camino Natural de la Ribeira Sacra Ruta principal: Monasterio de Santo Estevo - Ermita Virxen do Monte (itinerario senderista),"23,8148927834",CN por etapas (5),,,,Galicia,Ourense
90,Camino Natural de la Ribeira Sacra,Ramal 1: Monasterio de Santo Estevo - Ermita Virxen do Monte,Camino Natural de la Ribeira Sacra Ramal 1: Monasterio de Santo Estevo - Ermita Virxen do Monte,"0,28707379189",CN por etapas (5),,,,Galicia,"Lugo, Ourense"
91,Camino Natural de la Ribeira Sacra,Ramal 2: Monasterio de Santo Estevo - Ermita Virxen do Monte,Camino Natural de la Ribeira Sacra Ramal 2: Monasterio de Santo Estevo - Ermita Virxen do Monte,"0,37411355991",CN por etapas (5),,,,Galicia,"Lugo, Ourense"
92,Camino Natural de la Ribeira Sacra,Ruta 2: Meiroás - Melón Baixo,Camino Natural de la Ribeira Sacra Ruta 2: Meiroás - Melón Baixo,"4,70534659554",CN por etapas (5),,,,Galicia,Ourense
93,Camino Natural de la Ribeira Sacra,Ruta de Arcos,Camino Natural de la Ribeira Sacra Ruta de Arcos,"1,31556615465",CN por etapas (5),,,,Galicia,Ourense
94,Camino Natural de la Ribeira Sacra,Ruta de San Xoán de Cachón,Camino Natural de la Ribeira Sacra Ruta de San Xoán de Cachón,"2,52380170043",CN por etapas (5),,,,Galicia,"Lugo, Ourense"
95,Camino Natural de las rutas ecológicas del río Catoira,Ruta del río Catoira,Camino Natural de las rutas ecológicas del río Catoira Ruta del río Catoira,"3,0870404225",CN por etapas (2),,,,Galicia,"A Coruña, Pontevedra"
96,Camino Natural de las rutas ecológicas del río Catoira,Ruta del río Cibrán,Camino Natural de las rutas ecológicas del río Catoira Ruta del río Cibrán,"3,01670376982",CN por etapas (2),,,,Galicia,"A Coruña, Pontevedra"
97,Camino Natural de las sendas en Abalo,Senda del Camino Real,Camino Natural de las sendas en Abalo Senda del Camino Real,"1,95242567278",CN por etapas (4),,,,Galicia,"A Coruña, Pontevedra"
98,Camino Natural de las sendas en Abalo,Senda de Souta da Vila,Camino Natural de las sendas en Abalo Senda de Souta da Vila,"2,14360417085",CN por etapas (4),,,,Galicia,"A Coruña, Pontevedra"
99,Camino Natural de las sendas en Abalo,Senda de Souta da Vila. Ramal Petroglifos,Camino Natural de las sendas en Abalo Senda de Souta da Vila. Ramal Petroglifos,"0,69244353769",CN por etapas (4),,,,Galicia,"A Coruña, Pontevedra"
100,Camino Natural de las sendas en Abalo,Senda de Los Molinos de Viento de Abalo,Camino Natural de las sendas en Abalo Senda de Los Molinos de Viento de Abalo,"0,68077303727",CN por etapas (4),,,,Galicia,"A Coruña, Pontevedra"
101,Camino Natural de las sendas en Abalo,Senda del Río Freixeiro,Camino Natural de las sendas en Abalo Senda del Río Freixeiro,"4,99146210595",CN por etapas (4),,,,Galicia,"A Coruña, Pontevedra"
102,Camino Natural dos Arrieiros,Ramal a Refoxo,Camino Natural dos Arrieiros Ramal a Refoxo,"0,62679315756",Itinerario principal con ramales,,,,Galicia,Ourense
103,Camino Natural dos Arrieiros,Ramal área recreativa Porto de Eguas,Camino Natural dos Arrieiros Ramal área recreativa Porto de Eguas,"0,35790165735",Itinerario principal con ramales,,,,Galicia,Ourense
104,Camino Natural dos Arrieiros,Ramal a As Caldas,Camino Natural dos Arrieiros Ramal a As Caldas,"0,56202339101",Itinerario principal con ramales,,,,Galicia,Ourense
105,Camino Natural dos Arrieiros,Alternativa por Mesego,Camino Natural dos Arrieiros Alternativa por Mesego,"1,75456788789",Itinerario principal con ramales,,,,Galicia,Ourense
106,Camino Natural dos Arrieiros,Ramal a Partovía,Camino Natural dos Arrieiros Ramal a Partovía,"0,58547924765",Itinerario principal con ramales,,,,Galicia,Ourense
107,Camino Natural dos Arrieiros,Ramal a Iglesia de Mesedo,Camino Natural dos Arrieiros Ramal a Iglesia de Mesedo,"0,5786188072",Itinerario principal con ramales,,,,Galicia,Ourense
108,Camino Natural dos Arrieiros,Ramal a A Fraga,Camino Natural dos Arrieiros Ramal a A Fraga,"0,64558345397",Itinerario principal con ramales,,,,Galicia,Ourense
109,Camino Natural dos Arrieiros,Ramal a Penedo,Camino Natural dos Arrieiros Ramal a Penedo,"0,2034977663",Itinerario principal con ramales,,,,Galicia,Ourense
116,Camino Natural del río Barbantiño,Ramal: Sta. María,Camino Natural del río Barbantiño Ramal: Sta. María,"1,07979521499",Itinerario principal con ramales,,,,Galicia,Ourense
117,Camino Natural del río Barbantiño,Ramal: O Viñao,Camino Natural del río Barbantiño Ramal: O Viñao,"0,42076346342",Itinerario principal con ramales,,,,Galicia,Ourense
118,Camino Natural del río Barbantiño,Ramal: O Burguete,Camino Natural del río Barbantiño Ramal: O Burguete,"1,16395970257",Itinerario principal con ramales,,,,Galicia,Ourense
119,Camino Natural del río Barbantiño,Ramal: Fervenza I,Camino Natural del río Barbantiño Ramal: Fervenza I,"0,18841084064",Itinerario principal con ramales,,,,Galicia,Ourense
120,Camino Natural del río Barbantiño,Ramal: San Fiz,Camino Natural del río Barbantiño Ramal: San Fiz,"2,19195889619",Itinerario principal con ramales,,,,Galicia,Ourense
121,Camino Natural del río Barbantiño,Ramal: Fervenza II,Camino Natural del río Barbantiño Ramal: Fervenza II,"0,0988885871",Itinerario principal con ramales,,,,Galicia,Ourense
122,Camino Natural del Interior o San Rosendo,Tramo Porto Quintela a Celanova (itinerario senderista),Camino Natural del Interior o San Rosendo Tramo Porto Quintela a Celanova (itinerario senderista),"28,7087457051",CN por tramos (3),,,,Galicia,Ourense
